artist,hottness
Ricky Martin,0.872522
raison d'être,0.507317
Killers,0.818895
Gustav Mahler,0.603595
Ludacris,0.846348
Uffie,0.56774
Wax Tailor,0.685609
Nocte Obducta,0.505883
Luke Bryan,0.858606
A,0.716891
Emir Kusturica & The No Smoking Orchestra,0.5669
Borknagar,0.551298
Taxxi,0.364951
Nando Reis,0.611738
Mayer Hawthorne,0.621192
Nikki Williams,0.561121
Comets On Fire,0.494432
Nazareth,0.647759
Ted Nugent,0.624941
Kaamos,0.440953
Rosemary Clooney,0.577427
Duck Sauce,0.743006
Fother Muckers,0.49977
Die Happy,0.500688
Supertramp,0.650066
Biosphere,0.603653
Zounds,0.502989
Би-2,0.617829
Kinky,0.591982
Obituary,0.620254
Jack's Mannequin,0.606116
Bliss,0.616109
Mitch Malloy,0.462763
Ludichrist,0.457529
Burlesque,0.378385
Shaman,0.516039
Tori Amos,0.768258
Laurence Revey,0.341779
Mike Parker,0.456173
Ratt,0.58108
Code,0.487265
Fakuta,0.536358
Fernando Delgadillo,0.607533
Океан Ельзи,0.597171
Alpha Blondy,0.629225
Anya Marina,0.58619
Syn City Cowboys,0.457642
Danny Brown,0.647142
The Soul Snatchers,0.50915
Place Vendome,0.51846
Naughty Boy,0.830723
Buckethead,0.604055
Issa,0.508476
Finger Eleven,0.601044
Marillion,0.613227
X,0.58545
I See Stars,0.589425
Chaos Venture,0.319372
Ricardo Pita,0.423564
Stan SB,0.583732
Orphaned Land,0.592174
Stephen Rippy & Kevin McMullan,0.441728
Lo Stato Sociale,0.608743
Jean Michel Jarre,0.646769
Bad Religion,0.653265
Skrillex,0.929063
Donatan & Cleo,0.606059
Junior Kimbrough,0.564535
All Saints,0.643193
Banda Sinaloense MS de Sergio Lizárraga,0.818534
Nidji,0.544144
Pain of Salvation,0.601093
Last Hope,0.427019
ZPU,0.594348
The Courteeners,0.608665
SoKo,0.660504
OK Go,0.740416
An Act of Grace,0.340067
Dexter Gordon,0.608182
Ida Maria,0.588735
Haddaway,0.646687
Shugo Tokumaru,0.578327
Atlas Genius,0.622769
Macklemore,0.6858
2 Chainz,0.804346
Jean Grae,0.560127
Monster Magnet,0.612261
The Tragically Hip,0.593926
Filipe Ret,0.571066
Hoba Hoba Spirit,0.551996
tUnE-yArDs,0.632946
Caspian,0.614417
Radio 4,0.507953
Shamrain,0.49578
Zero 7,0.733607
Damon Albarn,0.637428
Sia,0.98389
Atlas Sound,0.606764
Lemonator,0.468462
Infernal War,0.479524
The KVB,0.581838
Vildhjarta,0.590095
Humana,0.363007
Run-D.M.C.,0.642174
Siouxsie,0.549453
...al cruzar la calle,0.254024
Cool Kids Of Death,0.504818
Icehouse,0.544502
Townes Van Zandt,0.62129
Sulphur Aeon,0.572426
Necro,0.62641
Caffè dei Treni Persi,0.268715
Mono Inc.,0.490734
Quarteto em Cy,0.5159
Martha Argerich,0.55493
Dr. U,0.468687
Bloc Party,0.646158
Front Line Assembly,0.59468
Roxette,0.730318
Gary Barlow,0.575442
Wilson Simonal,0.508865
Iration,0.623404
TobyMac,0.624491
Ra Ra Riot,0.602528
Roberto Vecchioni,0.607576
XTC,0.582131
Calibre 12,0.423488
The Paps,0.444418
These New Puritans,0.582921
Troll,0.5527
Shade Empire,0.553262
Lucifer's Friend,0.53458
Jingle,0.382052
Judy Garland,0.594603
Budgie,0.548008
Hans Zimmer & James Newton Howard,0.49894
Edguy,0.615994
Ghost Atlas,0.557921
Blue Cheer,0.559117
Danava,0.545766
Miss May I,0.634786
The Electric Prunes,0.560332
A Boy and His Kite,0.497679
Tinsley Ellis,0.505843
Deer Tick,0.602701
Emade,0.401935
Lucie,0.5227
Cher Lloyd,0.651882
Dark Time Sunshine,0.547109
The Dresden Dolls,0.594797
Robert Cray,0.597748
Wolf Gang,0.615797
Pouca Vogal,0.564773
Beach House,0.648477
Tott Di,0.2995
ATB,0.661288
Sólstafir,0.616535
Andy Williams,0.614305
Hiromi,0.585944
Týr,0.603818
Blackstreet,0.774311
Busted,0.621999
The Specials,0.633481
Ty Segall,0.624861
Susan Tedeschi,0.589598
Beaches,0.503579
Vinicius de Moraes,0.5645
All Time Low,0.825417
Cynic,0.591848
Cartola,0.576466
Валентин Стрыкало,0.50827
Pedra Letícia,0.57522
Xentrix,0.475037
Luca Turilli,0.564784
Little Joy,0.594837
Fats Domino,0.597691
Manchester,0.509981
Чиж,0.4194
Blues Etílicos,0.485764
Armory,0.493881
Sharon Van Etten,0.637622
the GazettE,0.767214
24-7 Spyz,0.475393
Pilli Bebek,0.536881
GRAPEVINE,0.465
Burl Ives,0.576412
lynch.,0.574447
Gayngs,0.570041
Plan B,0.84909
7 Weeks,0.429212
Girls in Hawaii,0.658935
Jehan Barbur,0.503765
Mikromusic,0.606792
Robyn Hitchcock,0.582078
Os Haxixins,0.382967
Yo Yo Honey Singh,0.737724
B.R.M.C.,0.311048
Tennis,0.627918
Michael Angelo Batio,0.572062
L'Âme Immortelle,0.573396
L'Arc~en~Ciel,0.731522
Meryl Streep,0.583954
Matanza,0.575657
Skillet,0.671788
All Pigs Must Die,0.564248
Nick Cave & The Bad Seeds,0.650215
Myrkgrav,0.50239
Oliva,0.431306
Hoodie Allen,0.869796
Nile,0.594948
Mortician,0.567381
Oliver Koletzki,0.645637
Negramaro,0.671124
Tom Tykwer,0.581024
Turisas,0.609667
David Guetta,0.986187
Teen Daze,0.595082
Foreigner,0.676795
FLO,0.579282
Evile,0.581233
O Surto,0.50158
Paatos,0.492261
Hate,0.551709
Crywolf,0.541411
Toro y Moi,0.804871
Claude-Michel Schönberg,0.569785
OGRE YOU ASSHOLE,0.425009
Dr. Dog,0.623958
Itzhak Perlman,0.625945
Alcest,0.58047
The Pogues,0.583443
Embrace of Thorns,0.406328
Sheena Easton,0.577172
Martin L. Gore,0.588609
Power From Hell,0.491957
Blake Shelton,0.857723
Angerfist,0.614578
Son of Aurelius,0.501864
Derek and the Dominos,0.608747
The Verve,0.757188
Qntal,0.550704
King Crimson,0.53973
The Beau Brummels,0.533944
Kadeho,0.440118
Brand Nubian,0.567788
Suede,0.553722
Jonny Lang,0.607151
Iceage,0.557516
Danko Jones,0.761841
Papa Roach,0.671013
Canned Heat,0.596146
Nneka,0.66238
Estatic Fear,0.50528
菅野よう子,0.482008
Big Daddy Kane,0.613277
Vinnie Vincent Invasion,0.507643
Muddy Waters,0.633291
Kris Henry,0.28095
King Diamond,0.599647
Smash Mouth,0.637122
Ed Motta,0.614407
The Get Up Kids,0.598379
Chynna & Vaughan,0.349014
The Contours,0.637925
Matt Elliott,0.506759
Fake Blood,0.573143
Los Mil Jinetes,0.438013
Zozobra,0.500125
Dreamtale,0.553534
The Black Keys,0.839873
Harmaja,0.508372
David Gilmour,0.630695
Nokturnal Mortum,0.53994
Link Wray,0.581795
Sam Tsui,0.689182
R.E.M.,0.78605
OVO,0.4413
The Felice Brothers,0.588159
Chevelle,0.645438
Wanessa,0.628473
David Arnold & Michael Price,0.445475
Emilíana Torrini,0.604888
Crossfaith,0.72065
Alan Jackson,0.807069
Cristiano Parato,0.489937
Hot Chocolate,0.60935
Perry Como,0.603145
Jeremy Soule,0.595853
Franz Liszt,0.630514
Purtenance,0.469931
Yo La Tengo,0.634556
Betty Davis,0.552615
Juzhin,0.405491
Virgil Donati,0.510363
The Crazy World Of Arthur Brown,0.516219
Living Colour,0.615468
Blutengel,0.667206
Future Islands,0.703877
Damas Gratis,0.604333
DAAU,0.468808
Stephen Kupka and Emilio Castillo/arr. Paul Murtha,0.0
Antipop Consortium,0.49632
Madball,0.598806
Charles Mingus,0.627559
Disintegrate You Bastard,0.116883
Dalton,0.50334
Limbonic Art,0.505671
Ras Michael & The Sons Of Negus,0.477801
Cliff Richard,0.615805
Sono,0.616306
Saltatio Mortis,0.59067
Deadworld,0.354548
Wye Oak,0.614232
Hollywood Burnouts,0.389122
Neil Young,0.763801
Thaurorod,0.480104
Aline Barros,0.639193
Classixx,0.609642
PLASTICZOOMS,0.492308
Beowülf,0.431663
Insania,0.503325
The Notwist,0.603366
Gorowski,0.248527
Cold,0.593972
Ana Prada,0.506467
Peter Murphy,0.591169
Highlord,0.464325
Johnny Thunders,0.569945
Maceo Parker,0.587423
Mountain,0.582079
Five Finger Death Punch,0.792409
Singapore Sling,0.50436
Seducer,0.421748
Diorama,0.556643
Pih,0.586421
Tortoise,0.602287
Andrew Rayel,0.682145
Night Sins,0.0
Telefon Tel Aviv,0.573921
James Ferraro,0.506958
Shooting Gallery,0.376626
Andy,0.576371
Paul Casey,0.41787
Skream,0.589474
The Amity Affliction,0.637718
Mactätus,0.423717
While She Sleeps,0.696947
Grand Funk Railroad,0.580369
Edge of Dawn,0.499174
John Mayall,0.58336
Ailie Robertson,0.321551
Domain,0.490593
Carlos Ruiz Zafón,0.433358
Antonio Carlos & Jocafi,0.473926
Depeche Mode,0.795581
Spineshank,0.581806
Flume,0.798541
Deadbolt,0.493309
Majical Cloudz,0.585789
Moby,0.773494
Rubblebucket,0.599355
Drenge,0.728261
Stevie Wonder,0.788013
Orbital,0.613752
Underworld,0.623726
Graziella Schazad,0.444166
Terror,0.605104
Samuli Putro,0.576738
X-Fusion,0.487587
Baauer,0.776556
Mr. Little Jeans,0.615602
Kidkanevil,0.560228
John Wizards,0.545284
Roberto Carlos,0.688407
Persona Grata,0.384436
Mark Elster,0.216925
And Also The Trees,0.467041
Sebastian Lind,0.510052
Green Carnation,0.528607
Halford,0.554594
Big K.R.I.T.,0.620197
The Human Abstract,0.572225
Stevie Ray Vaughan and Double Trouble,0.51795
Hawthorne Heights,0.606732
Giorgia,0.620554
Ringo Starr,0.780131
Aeon,0.574227
Poliça,0.627089
Memory Tapes,0.582205
William Elliott Whitmore,0.686815
Nephew,0.576135
India.Arie,0.630748
Arida Vortex,0.427388
Folkearth,0.465802
Hossein Alizadeh,0.534604
Zumbis do Espaço,0.472972
Bulletboys,0.518508
Aled Jones,0.503452
Noah and the Whale,0.724825
Adam and the Ants,0.571648
Nano Stern,0.585181
:Of the Wand & the Moon:,0.5743
Bruninho & Davi,0.500548
Tantric,0.592582
Martika,0.577428
Seth Sentry,0.573693
Leon Somov & Jazzu,0.680835
Glen Porter,0.481282
Tonight Alive,0.637245
Röyksopp,0.811163
Floating Points,0.596291
Teenage Fanclub,0.597118
Bill Withers,0.670816
Vera Lynn,0.558732
Forest of Fog,0.370479
Joe Higgs,0.497346
Megadeth,0.660405
Trixter,0.546531
Peter & Gordon,0.515127
Bastille,0.845993
Alpine,0.627301
Meen,0.477606
(null),0.709706
Miguel,0.726643
Epochate,0.378217
The Crüxshadows,0.572884
Destroyer,0.592666
Pedro Altério,0.336671
Tinie Tempah,0.648241
nobody.one,0.498436
Les Séguin,0.346881
Thomas Zwijsen,0.492194
Napalm Death,0.609495
The Lawrence Arms,0.589497
Laura Mvula,0.613932
Eric Bibb,0.566638
Bill Evans,0.630108
Hayden James,0.658183
Dick Dale,0.597531
The Apemen,0.449068
How to Destroy Angels,0.601638
Bronski Beat,0.585246
Sigur Rós,0.707416
Godsmack,0.684825
Electric Six,0.609093
The Limousines,0.571616
Tool,0.645138
Stanislav Zaslavsky,0.274899
Captain & Tennille,0.56956
Непоседы,0.348879
Cult of Fire,0.486819
Аукцыон,0.535973
Massive Audio Nerve,0.368906
Joy Division,0.730634
Blindside,0.587275
Carla Bozulich,0.501031
Charlotte OC,0.633276
Mario Biondi,0.689415
Aeon Winds,0.326641
BlackShore,0.375237
Faith Hill,0.643404
Los Jaivas,0.663904
Narsilion,0.508148
5 A Seco,0.612099
Carla Morrison,0.593188
The Bloody Beetroots,0.622254
DyNAbyte,0.406863
Woe  Is Me,0.628526
Lisa Lynne and Aryeh Frankfurter,0.40062
X-Ray Dog,0.468701
Aes Dana,0.590096
Vains of Jenna,0.516475
Toxik,0.505402
Wang Chung,0.585232
Seasick Steve,0.652414
Silent Descent,0.567194
Van Morrison,0.825374
Lara Fabian,0.719903
The Boys of Country Nashville,0.309834
James Christian,0.439738
Circle Jerks,0.604049
Skold,0.537746
Jon Oliva's Pain,0.511476
Cloven Hoof,0.466907
Cruel Force,0.453393
Here We Go Magic,0.585982
Morbus Chron,0.499347
Zënzar,0.407021
Spock's Beard,0.581271
Demonaz,0.505479
Devotos Do Ódio,0.393926
Alanis Morissette,0.73641
Arrested Development,0.581788
Terrorgruppe,0.522954
Mob Rules,0.513144
Wild Belle,0.613613
Labrinth,0.834036
Velvet Condom,0.524318
Dżem,0.60435
Benighted,0.577682
Alannah Myles,0.604798
2 Minutos,0.59501
Johnny Flynn,0.599189
Dol Ammad,0.448825
Sean Paul,0.762477
Alkonost,0.478487
Novos Baianos,0.588364
Karate,0.517068
Testament,0.628534
Lowell Fulson,0.553865
Spiritual Beggars,0.567884
Left Lane Cruiser,0.560578
Exxasens,0.559868
Toto,0.772444
Bullet for My Valentine,0.647948
Banshee,0.430249
Nathan Fake,0.514652
Pitty,0.646663
Sybreed,0.585496
De Huilende Rappers,0.50774
Dhafer Youssef,0.572528
Vio-Lence,0.460697
Forever Slave,0.454705
B.B. King,0.670512
The 4 Of Us,0.505855
John Petrucci,0.5792
Mysterya,0.37173
The Aloone,0.271065
k.d. lang,0.576396
Health,0.605651
Schiller,0.609593
Lisandro Aristimuño,0.583359
Black Alien,0.54647
Hurricane,0.505121
Jake Bugg,0.651566
Angelo Badalamenti,0.585202
UVERworld,0.694253
Rise Against,0.741644
Dai Burger,0.410964
Felix Da Housecat,0.616113
Ithilien,0.426387
長渕剛,0.437182
Survivor,0.715761
Curtis Mayfield,0.616971
Control,0.502964
Destrage,0.505202
Sabbat,0.502407
Puscifer,0.628763
Balmorhea,0.609292
*NSYNC,0.695309
The Heartbreaks,0.496814
Sparks,0.606818
Vaura,0.487501
Joe Henderson,0.576249
Brutus,0.547103
Assemblage 23,0.585605
Alligatoah,0.643102
Joanne Shaw Taylor,0.585798
Nasum,0.584904
Rhapsody of Fire,0.612337
Alison Moyet,0.608109
Los Planetas,0.602824
Brazzaville,0.501441
Bowerbirds,0.59535
Deadbeat,0.503313
Ben Babbitt,0.392992
Y&T,0.588957
Terra Tenebrosa,0.518718
Loudness,0.557823
Ordo Rosarius Equilibrio,0.538208
Usher,0.88408
Madonna,0.935151
Łąki Łan,0.5689
Adept,0.608838
Helios,0.614235
Sóley,0.507713
POLYSICS,0.509189
A Fine Frenzy,0.638396
CKY,0.603306
Billie the Vision & the Dancers,0.577032
Reel Big Fish,0.657709
J Roddy Walston And The Business,0.60096
Aura Noir,0.509962
Klaus & Kinski,0.51671
Desert Sessions,0.508405
The Cramps,0.599096
Daniel Licht,0.562546
Echo & the Bunnymen,0.62379
Kinski,0.503034
Axel Boman,0.591585
Кино,0.629748
La Renga,0.596317
Republika,0.578682
Night,0.453609
AC/DC,0.860153
Lil' Wayne,0.790931
Type O Negative,0.625137
Gary Numan,0.614689
Duke Dumont,0.823943
Matt Uelmen,0.466124
Sonny Rollins,0.615854
Bing Crosby,0.620903
Paul Anka,0.631037
Maurizio Fabrizio,0.355306
Elvis Costello and The Roots,0.742663
Òscar Briz,0.410341
Karl Bartos,0.511899
Volbeat,0.673101
W.A.S.P.,0.627523
Torres,0.660193
Lapalux,0.666323
Hundreds,0.584697
Soundtrack,0.705557
Fort Minor,0.625806
Djavan,0.628568
Mr. Oizo,0.600156
Nocturnal Breed,0.45432
Rapalje,0.553315
Aurora Duo,0.358758
Todd Rundgren,0.664372
久石譲,0.720357
Brit Floyd,0.339971
Skip James,0.562401
Charlotte Church,0.55438
Earthship,0.496091
Status Quo,0.632919
Hanni El Khatib,0.607023
J-AX,0.797217
Willie Nelson,0.709912
Craving,0.494319
Ajob,0.337562
Tindersticks,0.596367
Steamhammer,0.493258
Tiromancino,0.590131
David Sylvian,0.605159
Horytnica,0.469678
The Prodigy,0.879622
Whitechapel,0.629208
Die Toten Hosen,0.628023
Ayreon,0.606317
Shigeto,0.611679
Hiatus Kaiyote,0.615511
Ashley MacIsaac,0.505232
Crashdïet,0.568171
C.N.Blue,0.0
Lemon Jelly,0.594735
Mike WiLL Made It,0.764138
Heaven & Earth,0.483556
Medeski Scofield Martin & Wood,0.518776
Maitre Gims,0.644201
Titãs,0.61442
Sunrise Avenue,0.80289
Evenings,0.504231
The Skints,0.604807
Ulver,0.606653
Morbid Saint,0.499464
Raimundos,0.639756
The Godfathers,0.511557
Kuervos del Sur,0.400185
SBB,0.487953
Shadow King,0.344281
The Runaways,0.62489
Fairuz,0.608576
Jeff Beck,0.684948
Big Boi,0.634919
Bob Acri,0.54408
Björk,0.814318
Tokyo Sex Destruction,0.474336
Forefather,0.502122
The Monks,0.508151
Round Mountain,0.42298
Ogni Giorno,0.386105
Fenix TX,0.553742
Kutless,0.621596
Virgin Steele,0.527356
Brother Firetribe,0.544096
Мистер Твистер,0.381632
Marilyn Manson,0.821001
Agoraphobic Nosebleed,0.524362
Héroes del Silencio,0.658663
Le Tigre,0.602661
Badfinger,0.58215
The Fall of Every Season,0.486858
Cedron,0.488352
Kurban,0.557326
Stacey Kent,0.609646
Technotronic,0.576537
Blue Murder,0.500741
Soulsavers,0.563367
The Game Music Committee,0.545771
St. Vincent,0.690034
Delain,0.627031
Kundalini: Yoga  Meditation  Relaxation,0.577006
Sacred Steel,0.465607
Birds of Tokyo,0.638312
Luar na Lubre,0.500084
Paktofonika,0.603815
Iwan Fals,0.585671
Nicki Minaj,0.916412
René Aubry,0.567809
Dave Brubeck,0.636884
Jesse Cook,0.567085
Albert Hammond,0.58399
Kansas,0.66777
Grafton Primary,0.516541
Collegium Vocale Gent,0.488258
Alain Bashung,0.642742
Moonspell,0.589029
Chad & Jeremy,0.541145
Boney M.,0.659536
Adelitas Way,0.614072
Aerosmith,0.775144
Bohren & der Club of Gore,0.584951
Velhas Virgens,0.563467
Machine Head,0.641835
Kim Cesarion,0.610017
Breathing Space,0.290621
Scarlet Slipping,0.344542
Anthony Hamilton,0.638532
Death,0.628378
Ian Brown,0.586887
The Supremes,0.655411
Anna Nalick,0.589062
Gang Starr,0.614904
Cold War Kids,0.766209
Crash Test Dummies,0.600669
Frank Ocean,0.725783
UFO,0.613111
The Mighty Diamonds,0.564609
Brenda Lee,0.603044
Negrita,0.78141
DragonForce,0.640887
Hartmann,0.482257
Tommy Bolin,0.512912
Phantogram,0.675667
RuPaul,0.640088
Forgotten Woods,0.471783
Billie Joe + Norah,0.589367
EPMD,0.603907
Scratch Acid,0.538849
Decapitated,0.619732
The Sword,0.611906
Skew Siskin,0.472851
The BossHoss,0.573545
Soul Coughing,0.577482
Bernward Koch,0.516531
Pyramaze,0.559144
Robert Miles & Trilok Gurtu,0.366683
Maldita,0.566984
Ashram,0.515449
Anna Calvi,0.599422
Ritual Steel,0.377218
Storm,0.585627
Prinz Pi,0.630468
Sasquatch,0.546516
Steve Aoki,0.869515
The Olivia Tremor Control,0.487803
Gilbert O'Sullivan,0.586251
Antònia Font,0.573577
Mulatu Astatke,0.590759
La Etnnia,0.558963
DJ Jazzy Jeff & The Fresh Prince,0.517911
Monica,0.635288
Phosphorescent,0.658541
Dusty Kid,0.58058
Ventania,0.406914
Joe Strummer and the Mescaleros,0.515638
Black Cobra,0.54906
O. Children,0.555121
The Seeds,0.568673
Gipsy Kings,0.626748
Bret Michaels,0.590648
Jonathan Coulton,0.595202
Raices y Cultura,0.388352
Nebula,0.549602
Plazma,0.484679
John Lee Hooker,0.622657
Chico Trujillo,0.588308
Brad Mehldau  Kevin Hays & Patrick Zimmerli,0.0
XYZ,0.541391
Gary Glitter,0.563429
Black Stone Cherry,0.622445
Enigma,0.646696
The Lemonheads,0.606157
Tower of Power,0.577336
Conor Maynard,0.769938
Twin Sister,0.557092
Cat Stevens,0.645731
Warlock,0.566781
Ja Rule,0.724154
Junkie XL,0.612071
Rogério Skylab,0.503105
Body Language,0.586492
Patrick Watson,0.628248
Antony and the Johnsons,0.625031
Deva Premal,0.593603
Buzzcocks,0.590714
Roupa Nova,0.645176
Max Richter,0.634799
Grupo San Miguel,0.414994
Agathodaimon,0.49298
Erykah Badu,0.665265
Sweet,0.609685
Impending Doom,0.572892
Natalie Imbruglia,0.757627
EFen,0.420899
The Whispers,0.574754
Sore,0.683184
Artur Andrus,0.64892
Erik Bye,0.530533
Babasónicos,0.683594
Skid Row,0.522072
Locnville,0.503738
Tigers Jaw,0.616486
John Paul Jones,0.498568
Nitronoise,0.503554
Trail of Tears,0.552282
Kerry Livgren,0.479569
Lisa Loeb,0.579384
Renaissance,0.572753
Blonde Redhead,0.626718
Emika,0.680116
Howard Jones,0.574178
Zappa Plays Zappa,0.35213
凛として時雨,0.497129
Fine Young Cannibals,0.622072
Liferuiner,0.554144
Boys Noize,0.612181
Naughty By Nature,0.617371
Peace,0.629967
Mobb Deep,0.646849
Syket,0.494465
Schock,0.452859
Spirit,0.562598
Lynch Mob,0.54728
Rage,0.589038
Rhye,0.66125
IAMX,0.606519
Cheers Elephant,0.560701
Il Pan del Diavolo,0.547771
Fiona Apple,0.641548
Son Doobie,0.458224
Junip,0.63421
Global Communication,0.562259
Spiritualized,0.615075
Tramp,0.401288
Strapping Young Lad,0.567508
B-Real,0.591548
Anouar Brahem,0.576755
Westlife,0.746216
Jaco Pastorius,0.600783
Legion of the Damned,0.54958
Orator,0.403665
Feuerschwanz,0.572714
Kacey Musgraves,0.772798
Boy & Bear,0.757407
Panama,0.624528
Lights,0.773773
LL Cool J,0.655457
Blues Traveler,0.619721
Head Control System,0.463295
Buhar Jerreau,0.378462
Metronomy,0.675977
Keri Hilson,0.624088
Sean Murray,0.48679
The Cundeez,0.391451
The-Dream,0.742036
Dead Kennedys,0.647896
Ilham Al Madfai,0.473174
Jennifer Lopez,0.868799
The Dictators,0.515204
Brown Sugar,0.478903
Cromlech,0.393751
Electric Wizard,0.623659
Lionheart,0.586246
Blues Pills,0.608234
DJ Rashad,0.585573
Lionel Richie,0.739188
Hollywood Undead,0.79613
Social Distortion,0.61522
The Millennium,0.482856
Warren G,0.640377
Vince Neil,0.565054
Kool Keith,0.510747
John Murry,0.491296
Matt & Kim,0.763269
Paddy and the Rats,0.561951
Girl Talk,0.615392
Kenny Loggins,0.65611
Elf,0.584691
Dethklok,0.559882
Крылья,0.360647
Armandinho,0.615205
Republica,0.57909
Elomar,0.453369
Barney Kessel,0.48266
Sal La Rocca,0.432328
Jaded Heart,0.508025
Kate Havnevik,0.572399
Boozoo Bajou,0.572377
AC,0.48723
Sainthood Reps,0.49731
Trent Dabbs,0.592683
The Pastels,0.5537
Dillon Francis,0.888044
Atrocity,0.550098
Sentenced,0.593291
KaeN,0.73035
Young the Giant,0.656152
Roxy Blue,0.360271
God Module,0.564141
Richie Arndt &amp,0.35921
BONNIE PINK,0.449309
The Dead Weather,0.62289
ZK+Mixmajster Fták,0.400842
The Hellecasters,0.467053
Wise Blood,0.519264
Jorge Ben,0.565293
James Arthur,0.803829
A Place to Bury Strangers,0.603321
Carlos Vives,0.820213
Life Down Here,0.450872
Paty Cantú,0.639821
Akon,0.781791
James Vincent McMorrow,0.697087
Shawn Lee,0.596925
Extrawelt,0.598176
Novembers Doom,0.515853
†††,0.467589
Amit Trivedi,0.687468
Celtic Frost,0.580007
Bushfire,0.431835
HIM,0.643983
Jaguares,0.579407
Последние Танки В Париже,0.0
U.D.O.,0.609636
Chavela Vargas,0.614716
Holy Ghost!,0.611791
Daniele Silvestri,0.597431
Quantic,0.594109
Lou Reed,0.656751
The Ocean,0.597577
George Gershwin,0.594504
Guilherme Lamounier,0.309221
Blood  Sweat & Tears,0.586682
Iron Mask,0.49396
Insomnium,0.619923
Today Is The Day,0.515659
Krawallbrüder,0.539463
Modern Talking,0.674103
London Symphony Orchestra,0.657361
Chris de Burgh,0.669779
Watchtower,0.472069
Adam Ant,0.557117
Project Pitchfork,0.594604
James Gang,0.562851
YARKIN TÜRK RiTM GRUBU,0.362141
The Crimea,0.482574
Blaze Bayley,0.546879
Café Tacvba,0.588031
The Ruins of Beverast,0.515456
Arrows to Athens,0.508068
Horse Feathers,0.611544
Venom,0.713455
Monkey To Millionaire,0.452571
Cass McCombs,0.579908
Human Tetris,0.474909
Deep Blue Something,0.586683
Natalie Cole,0.645495
Michele McLaughlin,0.572828
The Marshall Tucker Band,0.622994
Bededeum,0.108728
Entombed,0.60918
Elixir,0.497441
Robert Schumann,0.622017
Primus,0.635256
Counting Crows,0.665821
Noothgrush,0.483075
Amel Bent,0.613317
Solanaceae,0.477778
Yael Naim,0.696351
Psapp,0.515069
Gnarls Barkley,0.665974
Pikcha,0.325211
Celina y Reutilio,0.48621
Spinetta y los Socios del Desierto,0.528207
Malevolent Creation,0.584682
Skiantos,0.67944
A Tribe Called Quest,0.698822
The Walkmen,0.619706
The Blue Nile,0.561773
Immortal Technique,0.633915
Oceansize,0.560246
Gang Colours,0.562287
H.E.A.T,0.588406
ASIAN KUNG-FU GENERATION,0.766273
Johnny Hallyday,0.712162
Gruby Mielzky,0.547981
La Roux,0.629145
Louis Prima,0.623251
Amaranthe,0.66162
Toni Basil,0.570147
The Kinks,0.708765
José José,0.656788
Apollo 440,0.580031
BT,0.611849
Sabotage,0.56938
Fila Brazillia,0.562641
Allen Toussaint,0.574886
Boys Like Girls,0.616108
Alex M.O.R.P.H.,0.657752
James LaBrie,0.597991
Phinehas,0.568274
Asaf Avidan & The Mojos,0.779995
The Coral,0.615642
Finch,0.611087
吉田美奈子,0.424828
Deep Forest,0.643663
Newsboys,0.641393
Deacon Blue,0.610154
If These Trees Could Talk,0.584579
Kraanium,0.549053
Ten Years After,0.584059
Galt Macdermot,0.634961
Mala Rodríguez,0.613297
Lady Sovereign,0.565209
Brotha Lynch Hung,0.594293
Klaxons,0.607794
Abattoir,0.406735
Glup!,0.487993
Freak Kitchen,0.574056
Suarez,0.516946
Morgan,0.496409
John Williams,0.710448
Poolside,0.609131
Gerry & The Pacemakers,0.572049
Rosa de Saron,0.568848
Ashes of Ares,0.525991
Plastilina Mosh,0.59954
Hawkwind,0.601876
BUMP OF CHICKEN,0.70331
Samsara Blues Experiment,0.55262
Kool A.D.,0.462936
Wallace D. Wattles,0.388951
Nortec Panoptica Orchestra,0.425022
Zomboy,0.644751
Elliphant,0.702235
Brothers of Brazil,0.576475
System Syn,0.507644
Dente,0.583256
Ziggy,0.543806
Argentum,0.434884
Windir,0.55965
Wanda Jackson,0.57758
Quiet Riot,0.633403
Bob Seger & The Silver Bullet Band,0.452365
Mike Mainieri,0.470959
TV on the Radio,0.763389
Die Ärzte,0.503848
Lit,0.59628
Patsy Cline,0.641765
Perturbator,0.68248
Loverboy,0.619712
Tom Zé,0.595099
All,0.573499
Wishbone Ash,0.592889
Hannah Montana,0.635202
Blue,0.627741
Thee Headcoats,0.523864
Dionne Warwick,0.731684
Katherine Jenkins,0.593194
Demon Fuzz,0.452581
Blur,0.876518
Young Fathers,0.750007
Soulhealer,0.438645
Beck,0.805905
Solarstone,0.598663
The Stooges,0.592291
Giuntini Project,0.341285
Runrig,0.554611
Artemoltobuffa,0.40134
Stormwitch,0.512825
Mayra Andrade,0.594083
Tesla Boy,0.584071
Daniele Luttazzi,0.401375
Ouroboros,0.531742
Cesare Cremonini,0.823343
Naif,0.507072
ギルガメッシュ,0.461539
Lost Horizon,0.529237
Aaskereia,0.422985
Ufo Project,0.431717
Ren Harvieu,0.50303
Sonata Arctica,0.658589
Pestilence,0.56055
Blitzen Trapper,0.604827
Mercyless,0.427026
An Endless Sporadic,0.509062
H2O,0.592384
I the Breather,0.558994
Kid Rock,0.82914
Peter Bjorn and John,0.639544
Ketzer,0.439225
Otis Rush,0.558805
Pato Fu,0.558317
North End,0.442005
Animal Collective,0.637859
Vanguart,0.605093
MercyMe,0.640892
System of a Down,0.82351
Alabama,0.639861
